docId,sentenceId,tokenId,text,lemma,calcLemma,upos,xpos,ner,clID
ru-1059,0,1,311,,311,,NUM,O,
ru-1059,0,2,26,,26,,NUM,O,
ru-1059,0,3,:,,:,,PUNCT,O,
ru-1059,0,4,28,,28,,NUM,O,
ru-1059,0,5,Британский,,британский,,ADJ,O,
ru-1059,0,6,кризис,,кризис,,NOUN,O,
ru-1059,0,7,.,,.,,PUNCT,O,
ru-1059,1,1,Время,,время,,NOUN,O,
ru-1059,1,2,покажет,,показать,,VERB,O,
ru-1059,1,3,.,,.,,PUNCT,O,
ru-1059,2,1,Выпуск,,выпуск,,NOUN,O,
ru-1059,2,2,от,,от,,ADP,O,
ru-1059,2,3,09.07.2018,,09.07.2018,,NUM,O,
ru-1059,3,1,В,,в,,ADP,O,
ru-1059,3,2,Лондоне,Лондон,Лондон,,PROPN,B-LOC,GPE-London
ru-1059,3,3,проходит,,проходить,,VERB,O,
ru-1059,3,4,собрание,,собрание,,NOUN,O,
ru-1059,3,5,чрезвычайного,,чрезвычайный,,ADJ,O,
ru-1059,3,6,комитета,,комитет,,NOUN,O,
ru-1059,3,7,правительства,правительство,правительство,,NOUN,B-ORG,ORG-the-UK-Government
ru-1059,3,8,Великобритании,Великобритании,Великобритания,,PROPN,I-ORG,ORG-the-UK-Government
ru-1059,3,9,в,,в,,ADP,O,
ru-1059,3,10,связи,,связь,,NOUN,O,
ru-1059,3,11,со,,с,,ADP,O,
ru-1059,3,12,смертью,,смерть,,NOUN,O,
ru-1059,3,13,женщины,,женщина,,NOUN,O,
ru-1059,3,14,",",,",",,PUNCT,O,
ru-1059,3,15,пострадавшей,,страдать,,VERB,O,
ru-1059,3,16,от,,от,,ADP,O,
ru-1059,3,17,отравления,,отравление,,NOUN,O,
ru-1059,3,18,нервно-паралитическим,,нервно-паралитический,,ADJ,O,
ru-1059,3,19,веществом,,вещество,,NOUN,O,
ru-1059,3,20,в,,в,,ADP,O,
ru-1059,3,21,Эймсбери,Эймсбери,Эймсбери,,PROPN,B-LOC,LOC-Amesbury
ru-1059,3,22,.,,.,,PUNCT,O,
ru-1059,4,1,Это,,это,,PRON,O,
ru-1059,4,2,происходит,,происходить,,VERB,O,
ru-1059,4,3,на,,на,,ADP,O,
ru-1059,4,4,фоне,,фон,,NOUN,O,
ru-1059,4,5,политических,,политический,,ADJ,O,
ru-1059,4,6,конфликтов,,конфликт,,NOUN,O,
ru-1059,4,7,внутри,,внутри,,ADV,O,
ru-1059,4,8,страны,,страна,,NOUN,O,
ru-1059,4,9,.,,.,,PUNCT,O,
ru-1059,5,1,Накануне,,накануне,,ADV,O,
ru-1059,5,2,ушел,,уйти,,VERB,O,
ru-1059,5,3,в,,в,,ADP,O,
ru-1059,5,4,отставку,,отставка,,NOUN,O,
ru-1059,5,5,министр,,министр,,NOUN,O,
ru-1059,5,6,по,,по,,ADP,O,
ru-1059,5,7,вопросам,,вопрос,,NOUN,O,
ru-1059,5,8,Brexit,Brexit,Brexit,,PROPN,B-EVT,EVT-Brexit
ru-1059,5,9,Дэвид,Дэвид,Дэвид,,PROPN,B-PER,PER-David-Davis
