docId,sentenceId,tokenId,text,lemma,ner,clID
bg-3054,0,1,Франция,Франция,B-LOC,GPE-France
bg-3054,0,2,кани,,O,
bg-3054,0,3,пакистанката,пакистанка,B-PER,GPE-Pakistan
bg-3054,0,4,",",,O,
bg-3054,0,5,осъдената,,O,
bg-3054,0,6,на,,O,
bg-3054,0,7,смърт,,O,
bg-3054,0,8,за,,O,
bg-3054,0,9,богохулство,,O,
bg-3054,0,10,Франция,Франция,B-LOC,GPE-France
bg-3054,0,11,е,,O,
bg-3054,0,12,готова,,O,
bg-3054,0,13,да,,O,
bg-3054,0,14,приеме,,O,
bg-3054,0,15,пакистанката,пакистанка,B-PER,GPE-Pakistan
bg-3054,0,16,Асия,Асия,B-PER,PER-Asia-Bibi
bg-3054,0,17,Биби,Биби,I-PER,PER-Asia-Bibi
bg-3054,0,18,",",,O,
bg-3054,0,19,оправдана,,O,
bg-3054,0,20,от,,O,
bg-3054,0,21,Върховния,,O,
bg-3054,0,22,съд,,O,
bg-3054,0,23,в,,O,
bg-3054,0,24,страната,,O,
bg-3054,0,25,си,,O,
bg-3054,0,26,",",,O,
bg-3054,0,27,след,,O,
bg-3054,0,28,като,,O,
bg-3054,0,29,беше,,O,
bg-3054,0,30,осъдена,,O,
bg-3054,0,31,на,,O,
bg-3054,0,32,смърт,,O,
bg-3054,0,33,за,,O,
bg-3054,0,34,богохулство,,O,
bg-3054,0,35,",",,O,
bg-3054,0,36,ако,,O,
bg-3054,0,37,тя,,O,
bg-3054,0,38,поиска,,O,
bg-3054,0,39,това,,O,
bg-3054,0,40,.,,O,
bg-3054,1,1,Това,,O,
bg-3054,1,2,заяви,,O,
bg-3054,1,3,френското,,O,
bg-3054,1,4,външно,,O,
bg-3054,1,5,министерство,,O,
bg-3054,1,6,",",,O,
bg-3054,1,7,цитирано,,O,
bg-3054,1,8,от,,O,
bg-3054,1,9,Франс,Франс,B-ORG,ORG-AFP-Agence-France-Press
bg-3054,1,10,прес,прес,I-ORG,ORG-AFP-Agence-France-Press
bg-3054,1,11,",",,O,
bg-3054,1,12,предаде,,O,
bg-3054,1,13,БТА,БТА,B-ORG,ORG-Bulgarian-News-Agency
bg-3054,1,14,.,,O,
bg-3054,2,1,В,,O,
bg-3054,2,2,случай,,O,
bg-3054,2,3,че,,O,
bg-3054,2,4,такова,,O,
bg-3054,2,5,е,,O,
bg-3054,2,6,нейното,,O,
bg-3054,2,7,желание,,O,
bg-3054,2,8,и,,O,
bg-3054,2,9,желанието,,O,
bg-3054,2,10,на,,O,
bg-3054,2,11,семейството,,O,
bg-3054,2,12,й,,O,
bg-3054,2,13,",",,O,
bg-3054,2,14,предприехме,,O,
bg-3054,2,15,необходимите,,O,
bg-3054,2,16,стъпки,,O,
bg-3054,2,17,пред,,O,
bg-3054,2,18,пакистанските,,O,
bg-3054,2,19,власти,,O,
bg-3054,2,20,",",,O,
bg-3054,2,21,за,,O,
bg-3054,2,22,да,,O,
bg-3054,2,23,може,,O,
bg-3054,2,24,тя,,O,
bg-3054,2,25,да,,O,
bg-3054,2,26,дойде,,O,
bg-3054,2,27,във,,O,
bg-3054,2,28,Франция,Франция,B-LOC,GPE-France
bg-3054,2,29,",",,O,
bg-3054,2,30,каза,,O,
bg-3054,2,31,говорителка,,O,
bg-3054,2,32,на,,O,
bg-3054,2,33,министерството,,O,
bg-3054,2,34,.,,O,
bg-3054,3,1,Франция,Франция,B-LOC,GPE-France
bg-3054,3,2,вече,,O,
bg-3054,3,3,е,,O,
bg-3054,3,4,приела,,O,
bg-3054,3,5,в,,O,
bg-3054,3,6,посолството,,O,
bg-3054,3,7,си,,O,
bg-3054,3,8,в,,O,
bg-3054,3,9,Исламабад,Исламабад,B-LOC,GPE-Islamabad
bg-3054,3,10,адвоката,,O,
bg-3054,3,11,на,,O,
bg-3054,3,12,Биби,Биби,B-PER,PER-Asia-Bibi
bg-3054,3,13,",",,O,
bg-3054,3,14,Сайфул,Сайфул,B-PER,PER-Saif-Ul-Malook
